"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
hosp_stay_inc_5,healthcare_utilization_intro_hospital_stays,,dropdown,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Increment]</span></p></div>","1, Day(s) | 2, Week(s) | 3, Month(s) | -98, Don't Know",,,,,,,,,,,,
u10e_5,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Were you seen in the Emergency Room before being admitted to the hospital?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[u9a] >= 5",,,,,,
u10f_5,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Where did you go when you were discharged from the hospital?</p></div>","1, My own place | 2, Skilled Nursing Facility (SNF; nursing home, convalescent hospital) | 3, Board & Care | 4, Family or friend's place | 5, Transitional Housing | 6, Motel (short term stay) | 7, Shelter | 8, Respite | 9, Street | 10, Other | -98, Don't know | -99, Refused",,,,,,"[u9a] >= 5",,,,,,
u10f1_5,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>Where was the ""other"" place you went when you were discharged from the hospital?</p></div>",," -98 = Don't know, -99 = Refused",,,,,"[u10f_5] = '10'",,,,,,
hosp_prompt_6,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><h2>Thinking of the next most recent time you were admitted to the hospital...</h2> <p> </p> <p><span style=""color: #236fa1;"">sixth most recent time</span></p></div>",,,,,,,"[u9a] >= 6",,,,,,
u10a_6,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>What was the reason for your<span style=""color: #169179;""> </span>admission?</p></div>","1, New illness | 2, Chronic illness | 3, Injury | 4, Planned surgery | 5, Mental health problem | 6, Substance use problem | 8, An overdose | 7, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 6",,,,,,
u10a1_6,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your admission?</span></p></div>",,"[reason for hospital admission], -98 = Don't know, -99 = Refused",,,,,"[u10a_6] = '7'",,,,,,
u10b_6,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>When did your hospital stay begin?</p> <p><span style=""color: #e03e2d;"">DATE FORMAT</span></p></div>",,"[MM/DD/YYYY], -98 = Don't know/Refused",,,,,"[u9a] >= 6",,,,,,
u10c_6,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Which hospital admitted you?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 6",,,,,,
u10cc_6,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>Wh<span style=""color: #000000;"">at ""other"" hospital admitted you?</span></p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u9a] >= 6",,,,,,
u10e_6,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Were you seen in the Emergency Room before being admitted to the hospital?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[u9a] >= 6",,,,,,
u10d_6,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">How long did you stay in the hospital?</span></p> <table style=""border-collapse: collapse; width: 49.2221%; height: 18px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 45.513%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_num_6}</span></td> <td style=""width: 54.4918%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_inc_6}</span></td> </tr> </tbody> </table></div>",,,,,,,"[u9a] >= 6",,,,,,
u10f_6,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Where did you go when you were discharged from the hospital?</p></div>","1, My own place | 2, Skilled Nursing Facility (SNF; nursing home, convalescent hospital) | 3, Board & Care | 4, Family or friend's place | 5, Transitional Housing | 6, Motel (short term stay) | 7, Shelter | 8, Respite | 9, Street | 10, Other | -98, Don't know | -99, Refused",,,,,,"[u9a] >= 6",,,,,,
hosp_stay_num_6,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital?<span style=""color: #236fa1;""> [Number]</span></p></div>",,"[1-180], -98 = Don't know/Refused",number,1,180,,,,,,,,
u10f1_6,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>Where was the ""other"" place you went when you were discharged from the hospital?</p></div>",," -98 = Don't know, -99 = Refused",,,,,"[u9a] >= 6",,,,,,
hosp_prompt_7,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><h2>Thinking of the next time you were admitted to the hospital...</h2> <p><span style=""color: #236fa1;"">seventh most recent time</span></p></div>",,,,,,,"[u9a] >= 7",,,,,,
hosp_stay_inc_6,healthcare_utilization_intro_hospital_stays,,dropdown,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Increment]</span></p></div>","1, Day(s) | 2, Week(s) | 3, Month(s) | -98, Don't Know",,,,,,,,,,,,
u10a_7,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>What was the reason for your<span style=""color: #169179;""> </span>admission?</p></div>","1, New illness | 2, Chronic illness | 3, Injury | 4, Planned surgery | 5, Mental health problem | 6, Substance use problem | 8, An overdose | 7, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 7",,,,,,
u10a1_7,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your admission?</span></p></div>",,"[reason for hospital admission], -98 = Don't know, -99 = Refused",,,,,"[u10a_7] = '7'",,,,,,
u10b_7,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>When did your hospital stay begin?</p> <p><span style=""color: #e03e2d;"">DATE FORMAT</span></p></div>",,"[MM/DD/YYYY], -98 = Don't know/Refused",,,,,"[u9a] >= 7",,,,,,
u10c_7,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Which hospital admitted you?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 7",,,,,,
u10cc_7,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>What<span style=""color: #236fa1;""> <span style=""color: #000000;"">""other"" hospital admitted you?</span></span></p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u10c_7] = '5'",,,,,,
u10d_7,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">How long did you stay in the hospital?</span></p> <table style=""border-collapse: collapse; width: 54.7383%; height: 26px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 50.239%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_num_7}</span></td> <td style=""width: 49.761%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_inc_7}</span></td> </tr> </tbody> </table></div>",,,,,,,"[u9a] >= 7",,,,,,
hosp_stay_num_7,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital?<span style=""color: #236fa1;""> [Number]</span></p></div>",,"[1-180], -98 = Don't know/Refused",number,1,180,,,,,,,,
hosp_stay_inc_7,healthcare_utilization_intro_hospital_stays,,dropdown,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Increment]</span></p></div>","1, Day(s) | 2, Week(s) | 3, Month(s) | -98, Don't Know",,,,,,,,,,,,
u10e_7,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Were you seen in the Emergency Room before being admitted to the hospital?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[u9a] >= 7",,,,,,
u10f_7,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Where did you go when you were discharged from the hospital?</p></div>","1, My own place | 2, Skilled Nursing Facility (SNF; nursing home, convalescent hospital) | 3, Board & Care | 4, Family or friend's place | 5, Transitional Housing | 6, Motel (short term stay) | 7, Shelter | 8, Respite | 9, Street | 10, Other | -98, Don't know | -99, Refused",,,,,,"[u9a] >= 7",,,,,,
u10f1_7,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>Where was the ""other"" place you went when you were discharged from the hospital?</p></div>",," -98 = Don't know, -99 = Refused",,,,,"[u10f_7] = '10'",,,,,,
hosp_prompt_8,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><h2>Thinking of the next most recent time you were admitted to the hospital...</h2> <p> </p> <p><span style=""color: #236fa1;"">8th most recent time</span></p></div>",,,,,,,"[u9a] >= 8",,,,,,
u10a_8,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>What was the reason for your<span style=""color: #169179;""> </span>admission?</p></div>","1, New illness | 2, Chronic illness | 3, Injury | 4, Planned surgery | 5, Mental health problem | 6, Substance use problem | 8, An overdose | 7, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 8",,,,,,
u10a1_8,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your admission?</span></p></div>",,"[reason for hospital admission], -98 = Don't know, -99 = Refused",,,,,"[u9a] >= 8",,,,,,
u10b_8,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>When did your hospital stay begin?</p> <p><span style=""color: #e03e2d;"">DATE FORMAT</span></p></div>",,"[MM/DD/YYYY], -98 = Don't know/Refused",,,,,"[u9a] >= 8",,,,,,
u10c_8,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Which hospital admitted you?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 8",,,,,,
u10cc_8,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>What <span style=""color: #000000;"">""other"" hospital admitted you?</span></p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u10c_8] = '5'",,,,,,
u10d_8,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">How long did you stay in the hospital?</span></p> <table style=""border-collapse: collapse; width: 49.2221%; height: 18px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 45.513%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_num_8}</span></td> <td style=""width: 54.4918%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_inc_8}</span></td> </tr> </tbody> </table></div>",,,,,,,"[u9a] >= 8",,,,,,
hosp_stay_inc_8,healthcare_utilization_intro_hospital_stays,,dropdown,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Increment]</span></p></div>","1, Day(s) | 2, Week(s) | 3, Month(s) | -98, Don't Know",,,,,,,,,,,,
hosp_stay_num_8,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital?<span style=""color: #236fa1;""> [Number]</span></p></div>",,"[1-180], -98 = Don't know/Refused",number,1,180,,,,,,,,
u10e_8,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Were you seen in the Emergency Room before being admitted to the hospital?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[u9a] >= 8",,,,,,
u10f_8,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Where did you go when you were discharged from the hospital?</p></div>","1, My own place | 2, Skilled Nursing Facility (SNF; nursing home, convalescent hospital) | 3, Board & Care | 4, Family or friend's place | 5, Transitional Housing | 6, Motel (short term stay) | 7, Shelter | 8, Respite | 9, Street | 10, Other | -98, Don't know | -99, Refused",,,,,,"[u9a] >= 8",,,,,,
u10f1_8,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>Where was the ""other"" place you went when you were discharged from the hospital?</p></div>",," -98 = Don't know, -99 = Refused",,,,,"[u9a] >= 8",,,,,,
hosp_prompt_9,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><h2>Thinking of the next most recent time you were admitted to the hospital...</h2> <p><span style=""color: #236fa1;"">ninth stay</span></p></div>",,,,,,,"[u9a] >= 9",,,,,,
u10a_9,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>What was the reason for your<span style=""color: #169179;""> </span>admission?</p></div>","1, New illness | 2, Chronic illness | 3, Injury | 4, Planned surgery | 5, Mental health problem | 6, Substance use problem | 8, An overdose | 7, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 9",,,,,,
u10a1_9,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your admission?</span></p></div>",,"[reason for hospital admission], -98 = Don't know, -99 = Refused",,,,,"[u10a_9] = '7'",,,,,,
u10b_9,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>When did your hospital stay begin?</p> <p><span style=""color: #e03e2d;"">DATE FORMAT</span></p></div>",,"[MM/DD/YYYY], -98 = Don't know/Refused",,,,,"[u9a] >= 9",,,,,,
u10c_9,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Which hospital admitted you?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 9",,,,,,
u10cc_9,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>W<span style=""color: #000000;"">hat ""other"" hospital admitted you?</span></p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u10c_9] = '5'",,,,,,
u10d_9,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">How long did you stay in the hospital?</span></p> <table style=""border-collapse: collapse; width: 54.7383%; height: 26px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 50.239%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_num_9}</span></td> <td style=""width: 49.761%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_inc_9}</span></td> </tr> </tbody> </table></div>",,,,,,,"[u9a] >= 9",,,,,,
hosp_stay_num_9,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Number]</span></p></div>",,"[1-180], -98 = Don't know/Refused",number,1,180,,,,,,,,
hosp_stay_inc_9,healthcare_utilization_intro_hospital_stays,,dropdown,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Increment]</span></p></div>","1, Day(s) | 2, Week(s) | 3, Month(s) | -98, Don't Know",,,,,,,,,,,,
u10e_9,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Were you seen in the Emergency Room before being admitted to the hospital?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[u9a] >= 9",,,,,,
u10f_9,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Where did you go when you were discharged from the hospital?</p></div>","1, My own place | 2, Skilled Nursing Facility (SNF; nursing home, convalescent hospital) | 3, Board & Care | 4, Family or friend's place | 5, Transitional Housing | 6, Motel (short term stay) | 7, Shelter | 8, Respite | 9, Street | 10, Other | -98, Don't know | -99, Refused",,,,,,"[u9a] >= 9",,,,,,
u10f1_9,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>Where was the ""other"" place you went when you were discharged from the hospital?</p></div>",," -98 = Don't know, -99 = Refused",,,,,"[u10f_9] = '10'",,,,,,
hosp_prompt_10,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><h2>Thinking of the next most recent time you were admitted to the hospital...</h2> <p> </p> <p><span style=""color: #236fa1;"">tenth most recent time</span></p></div>",,,,,,,"[u9a] >= 10",,,,,,
u10a_10,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>What was the reason for your<span style=""color: #169179;""> </span>admission?</p></div>","1, New illness | 2, Chronic illness | 3, Injury | 4, Planned surgery | 5, Mental health problem | 6, Substance use problem | 8, An overdose | 7, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 10",,,,,,
u10a1_10,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your admission?</span></p></div>",,"[reason for hospital admission], -98 = Don't know, -99 = Refused",,,,,"[u10a_10] = '7'",,,,,,
u10b_10,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>When did your hospital stay begin?</p> <p><span style=""color: #e03e2d;"">DATE FORMAT</span></p></div>",,"[MM/DD/YYYY], -98 = Don't know/Refused",,,,,"[u9a] >= 10",,,,,,
hosp_stay_num_10,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Number]</span></p></div>",,"[1-180], -98 = Don't know/Refused",number,1,180,,,,,,,,
u10c_10,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Which hospital admitted you?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u9a] >= 10",,,,,,
hosp_stay_inc_10,healthcare_utilization_intro_hospital_stays,,dropdown,"<div class=""rich-text-field-label""><p>How long did you stay in the hospital? <span style=""color: #236fa1;"">[Increment]</span></p></div>","1, Day(s) | 2, Week(s) | 3, Month(s) | -98, Don't Know",,,,,,,,,,,,
u10cc_10,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>What<span style=""color: #000000;""> ""other"" hospital admitted you?</span></p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u10c_10] = '5'",,,,,,
u10d_10,healthcare_utilization_intro_hospital_stays,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">How long did you stay in the hospital?</span></p> <table style=""border-collapse: collapse; width: 49.2221%; height: 18px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 45.513%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_num_10}</span></td> <td style=""width: 54.4918%; height: 18px;""><span style=""color: #236fa1;"">{hosp_stay_inc_10}</span></td> </tr> </tbody> </table></div>",,,,,,,"[u9a] >= 10",,,,,,
u10e_10,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Were you seen in the Emergency Room before being admitted to the hospital?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[u9a] >= 10",,,,,,
u10f_10,healthcare_utilization_intro_hospital_stays,,radio,"<div class=""rich-text-field-label""><p>Where did you go when you were discharged from the hospital?</p></div>","1, My own place | 2, Skilled Nursing Facility (SNF; nursing home, convalescent hospital) | 3, Board & Care | 4, Family or friend's place | 5, Transitional Housing | 6, Motel (short term stay) | 7, Shelter | 8, Respite | 9, Street | 10, Other | -98, Don't know | -99, Refused",,,,,,"[u9a] >= 10",,,,,,
u10f1_10,healthcare_utilization_intro_hospital_stays,,text,"<div class=""rich-text-field-label""><p>Where was the ""other"" place you went when you were discharged from the hospital?</p></div>",," -98 = Don't know, -99 = Refused",,,,,"[u10f_10] = '10'",,,,,,
plus_hosp,healthcare_utilization_intro_hospital_stays,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please list all hospital stay info for the 11th visit and beyond ion this notes section.</span><br /><br />What was the reason for your admission?<span style=""font-weight: normal;""> </span><br /><span style=""font-weight: normal;"">1, New illness</span><br /><span style=""font-weight: normal;"">2, Chronic illness</span><br /><span style=""font-weight: normal;"">3, Injury</span><br /><span style=""font-weight: normal;"">4, Planned surgery</span><br /><span style=""font-weight: normal;"">5, Mental health problem</span><br /><span style=""font-weight: normal;"">6, Substance use problem</span></p> <p><span style=""font-weight: normal;"">8, An overdose</span></p> <p><span style=""font-weight: normal;"">7, Other</span><br /><span style=""font-weight: normal;"">-98, Don't know/Refused</span><br /><br />When did your hospital stay begin?</p> <p><br />Which hospital admitted you?</p> <p><br />How long did you stay in the hospital?</p> <p><br />Were you seen in the Emergency Room before being admitted to the hospital?</p> <p><br />Where did you go when you were discharged from the hospital?<br /><br /></p></div>",,,,,,,"[u9a] = '11+'",,,,,,
u6,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"Have you been to an emergency room in the last 6 months to receive treatment? 

Please do NOT include times when you went to the Emergency Room and then were admitted to the hospital for a longer stay.","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
u6a,healthcare_utilization_er_1_ed_visit_satisfaction,,dropdown,"How many times?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 or more","[1-10+], ",,,,,"[u6] = '1' or [u6] = '-98'",,,,,,
er_1_prompt,healthcare_utilization_er_1_ed_visit_satisfaction,,descriptive,"Thinking of the most recent time you went to the Emergency Room...",,,,,,,"[u6a] >= 1",,,,,,
u7a,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>What was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, An overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 1",,,,,,
u7a1,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your visit?</span></p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a] = '9'",,,,,,
u7b,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?<br /><br /><span style=""color: #e67e23;"">MONTH YEAR DROP-DOWNS</span></p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 1",,,,,,
u7c,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 1",,,,,,
u7d,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What<span style=""color: #236fa1;""> <span style=""color: #000000;"">""other"" hospital did you go to?</span></span></p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c] = '5'",,,,,,
u7a_2,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, An overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 2",,,,,,
u7a2,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_2] = '9'",,,,,,
u7b_2,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 2",,,,,,
u7c_2,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 2",,,,,,
u7d_2,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_2] = '5'",,,,,,
u7a_3,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, An overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 3",,,,,,
u7a3,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_3] = '9'",,,,,,
u7b_3,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 3",,,,,,
u7b_4,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 4",,,,,,
